trajectory_id,client_id,coach_id,true_fit,alliance,motivation,need_competency_alignment,true_competence_primary,personality_sim,satisfaction_true_1_10,goal_true_1_10,dropout
T01192,K01732,C0021,0.698,0.4603,0.8943,0.8333,0.4724,0.9261,5,8,False
T01193,K02092,C0017,0.4141,0.3643,0.8819,1.0,0.4955,0.9592,3,8,False
T01194,K01718,C0013,0.7787,0.5318,0.5942,1.0,0.8026,0.9087,6,7,False
T01195,K02005,C0108,0.8182,0.6025,0.6608,0.8333,0.3852,0.8182,5,6,False
T01196,K02073,C0084,0.6109,0.3416,0.398,0.8333,0.3213,0.9455,5,7,False
T01197,K01905,C0001,0.5312,0.5631,0.8439,1.0,0.6209,0.9474,6,10,True
T01198,K01538,C0073,0.2361,0.2952,0.4971,0.875,0.4327,0.7163,4,8,False
T01199,K01836,C0043,0.5971,0.5959,0.9116,1.0,0.5586,0.9781,5,10,True
T01200,K02159,C0103,0.9095,0.7567,0.7567,1.0,0.8055,0.8746,7,10,False
T01201,K01525,C0001,0.8629,0.4307,0.2515,1.0,0.6209,0.9659,5,8,True
T01202,K01698,C0081,0.665,0.4813,0.4101,1.0,0.6119,0.9493,6,8,False
T01203,K01831,C0034,0.4679,0.6295,0.7332,1.0,0.6993,0.9436,5,9,False
T01204,K01887,C0030,0.8896,0.5764,0.7088,1.0,0.6724,0.9187,7,9,False
T01205,K01985,C0050,0.715,0.5463,0.6485,1.0,0.195,0.7871,5,8,True
T01206,K01762,C0119,0.4602,0.3063,0.7835,0.6667,0.4171,0.949,5,6,False
T01207,K02064,C0072,0.5243,0.4246,0.2765,1.0,0.4356,0.8282,5,9,False
T01208,K01813,C0074,0.814,0.5239,0.7906,1.0,0.3019,0.9688,6,8,False
T01209,K01834,C0114,0.4237,0.493,0.8822,0.6667,0.2468,0.9112,5,7,False
T01210,K01599,C0107,0.7012,0.63,0.5913,1.0,0.4681,0.9094,6,7,False
T01211,K02201,C0103,0.8463,0.5888,0.9324,1.0,0.7432,0.9402,7,9,False
T01212,K02207,C0049,0.8532,0.5465,0.5014,1.0,0.642,0.9082,7,8,False
T01213,K02188,C0103,0.9428,0.7212,0.9045,1.0,0.7432,0.9027,9,9,False
T01214,K02374,C0082,0.2556,0.3341,0.5408,0.25,0.5063,0.9495,4,5,False
T01215,K01540,C0025,0.7284,0.7222,0.7786,0.75,0.3868,0.8612,7,7,False
T01216,K02013,C0022,0.8117,0.6349,0.6677,1.0,0.5947,0.902,7,7,False
T01217,K02443,C0069,0.8692,0.5479,0.5243,1.0,0.3378,0.9573,6,7,False
T01218,K01526,C0044,0.1308,0.3293,0.3802,1.0,0.1372,0.9817,3,9,False
T01219,K01843,C0044,0.6986,0.5836,0.3055,1.0,0.163,0.9738,5,8,False
T01220,K01738,C0039,0.3882,0.4718,0.7611,1.0,0.2408,0.9403,6,9,False
T01221,K02297,C0095,0.7685,0.4328,0.7737,1.0,0.7331,0.9702,6,9,True
T01222,K01744,C0094,0.8028,0.5517,0.7531,0.875,0.3064,0.803,6,8,True
T01223,K02143,C0067,0.4315,0.3428,0.3849,1.0,0.5637,0.8539,4,7,True
T01224,K02433,C0101,0.5799,0.5599,0.7621,1.0,0.5686,0.9448,6,8,False
T01225,K01944,C0011,0.517,0.448,0.856,0.6667,0.5341,0.9031,6,7,False
T01226,K02150,C0039,0.4136,0.3506,0.6795,1.0,0.2408,0.9449,5,8,False
T01227,K01978,C0114,0.5375,0.5039,0.564,1.0,0.3236,0.8368,6,7,False
T01228,K02263,C0072,0.5169,0.5748,0.7317,1.0,0.5483,0.9482,5,9,False
T01229,K01694,C0094,0.7017,0.7303,0.7027,1.0,0.3683,0.8277,7,7,False
T01230,K01933,C0006,0.4158,0.4616,0.9126,0.6667,0.6843,0.9661,5,7,False
T01231,K01876,C0067,0.675,0.3511,0.3457,1.0,0.5524,0.9346,4,8,False
T01232,K01797,C0013,0.9825,0.6212,0.227,1.0,0.7336,0.9069,6,7,False
T01233,K01582,C0050,0.5953,0.4544,0.5993,1.0,0.195,0.9212,5,8,False
T01234,K02260,C0036,0.662,0.562,0.6458,1.0,0.5764,0.9063,6,8,False
T01235,K01880,C0047,0.4681,0.5993,0.7096,0.8333,0.5118,0.81,6,7,False
T01236,K01927,C0047,0.8171,0.6628,0.4365,0.75,0.5118,0.9131,6,5,False
T01237,K02076,C0025,0.6588,0.4481,0.8998,1.0,0.5468,0.9013,5,10,False
T01238,K02024,C0089,0.4377,0.3392,0.7549,0.0,0.9804,0.9448,5,4,True
T01239,K01888,C0084,0.5308,0.4793,0.6459,0.6667,0.4192,0.8768,5,7,True
T01240,K01999,C0050,0.7253,0.6861,0.7804,1.0,0.2738,0.9334,6,7,False
T01241,K01977,C0066,0.5902,0.3356,0.4479,0.875,0.4566,0.9068,4,7,False
T01242,K02231,C0006,0.8367,0.6037,0.4541,1.0,0.6363,0.8786,5,9,False
T01243,K01953,C0019,0.6107,0.5907,0.5322,0.625,0.3002,0.9364,6,7,False
T01244,K02271,C0077,0.7619,0.6483,0.5712,1.0,0.5528,0.8953,6,9,True
T01245,K01770,C0085,0.8314,0.5634,0.7027,1.0,0.7735,0.9254,6,8,False
T01246,K02368,C0070,0.084,0.3431,0.92,0.25,0.1282,0.8901,4,4,False
T01247,K01510,C0048,0.538,0.4806,0.8334,0.8333,0.4966,0.9484,7,8,False
T01248,K02287,C0015,0.7172,0.3594,0.29,0.75,0.2966,0.9132,5,6,False
T01249,K02221,C0108,0.6126,0.4,0.5497,0.75,0.3852,0.7631,5,8,False
T01250,K01889,C0039,0.458,0.3635,0.7338,1.0,0.2408,0.924,4,9,False
T01251,K02012,C0070,0.5124,0.5806,0.6197,0.375,0.1246,0.9462,5,4,False
T01252,K01608,C0074,0.5145,0.2637,0.245,1.0,0.3355,0.9215,3,7,False
T01253,K01697,C0065,0.6467,0.7886,0.704,1.0,0.3575,0.9671,6,7,False
T01254,K02348,C0074,0.6545,0.3466,0.114,1.0,0.3019,0.8954,3,6,False
T01255,K01970,C0081,0.5007,0.351,0.6935,1.0,0.6106,0.9677,4,8,False
T01256,K02116,C0049,0.8319,0.5984,0.7019,1.0,0.642,0.9226,7,9,True
T01257,K02105,C0098,0.6051,0.4742,0.6016,1.0,0.6656,0.7734,6,9,False
T01258,K02406,C0073,0.2315,0.3356,0.5271,0.6667,0.4377,0.9303,4,7,True
T01259,K02153,C0069,0.6656,0.4763,0.9006,0.8333,0.2926,0.9545,6,9,False
T01260,K02372,C0050,0.7924,0.7223,0.6118,1.0,0.2738,0.9339,6,8,False
T01261,K02163,C0061,1.0,0.7391,0.674,1.0,0.5596,0.741,8,8,False
T01262,K01755,C0028,0.4715,0.2374,0.4821,0.5,0.735,0.9612,2,5,False
T01263,K02197,C0116,0.8772,0.788,0.6496,1.0,0.4451,0.9435,7,9,True
T01264,K01607,C0114,0.4648,0.2967,0.487,1.0,0.1733,0.8976,4,7,False
T01265,K01896,C0069,0.569,0.4381,0.965,1.0,0.5489,0.7363,4,8,False
T01266,K01951,C0039,0.5152,0.3042,0.6149,1.0,0.2504,0.8681,5,10,False
T01267,K01710,C0036,0.2551,0.1706,0.6362,0.5,0.1876,0.9378,3,6,True
T01268,K02389,C0045,0.705,0.4474,0.2839,1.0,0.7126,0.9542,4,7,True
T01269,K02206,C0081,0.8068,0.4415,0.3232,1.0,0.6119,0.9024,6,7,True
T01270,K01993,C0108,0.821,0.3664,0.4591,0.6667,0.3852,0.9109,5,6,False
T01271,K02166,C0054,0.5748,0.3583,0.7148,0.875,0.4997,0.9686,6,6,False
T01272,K02028,C0055,0.9824,0.6729,0.8217,1.0,0.5709,0.9223,7,8,False
T01273,K01511,C0059,0.8265,0.7536,0.6807,1.0,0.6274,0.9753,6,8,False
T01274,K02430,C0116,0.6122,0.6487,0.6569,1.0,0.3323,0.9614,7,8,False
T01275,K01518,C0044,0.6387,0.6019,0.6597,1.0,0.1372,0.9323,6,10,True
T01276,K01849,C0067,0.8053,0.6274,0.8937,1.0,0.5637,0.8903,7,9,False
T01277,K02356,C0095,0.6681,0.5551,0.7145,1.0,0.7331,0.9723,6,8,False
T01278,K02021,C0088,0.8026,0.5351,0.74,0.75,0.5845,0.9181,6,7,False
T01279,K01683,C0082,0.6941,0.4177,0.4387,0.875,0.5546,0.9702,5,6,False
T01280,K01975,C0071,0.9718,0.3976,0.69,0.875,0.2298,0.9354,6,8,True
T01281,K01883,C0088,0.6421,0.4825,0.586,0.8333,0.5919,0.9332,5,7,False
T01282,K02259,C0077,0.5059,0.2994,0.4071,1.0,0.5911,0.8856,3,8,False
T01283,K01720,C0017,0.5746,0.476,0.9198,0.8333,0.3955,0.7983,6,8,False
T01284,K01702,C0058,0.5399,0.2964,0.6602,0.8333,0.8854,0.9704,4,7,False
T01285,K02252,C0025,0.5364,0.4113,0.5843,0.75,0.3868,0.9506,5,6,False
T01286,K02008,C0114,0.3934,0.3928,0.3113,0.8333,0.1733,0.8313,3,8,False
T01287,K01910,C0112,0.3908,0.1772,0.5094,0.6667,0.39,0.9075,3,7,True
T01288,K02361,C0001,0.4592,0.4088,0.7748,0.8333,0.6869,0.8536,6,6,False
T01289,K01517,C0049,0.916,0.6229,0.67,0.5,0.642,0.962,8,5,False
T01290,K02398,C0044,1.0,0.5173,0.442,1.0,0.2533,0.863,6,9,False
T01291,K02067,C0088,0.7728,0.6951,0.8788,1.0,0.5919,0.6814,7,10,False
T01292,K01823,C0002,0.7151,0.6482,0.914,1.0,0.622,0.9346,7,9,True
T01293,K02173,C0021,0.4324,0.4327,0.3933,0.5,0.4724,0.9802,4,5,True
T01294,K01958,C0007,0.7334,0.3517,0.6324,1.0,0.5627,0.8427,6,8,False
T01295,K02236,C0040,0.4541,0.5071,0.7659,0.6667,0.6094,0.8731,4,7,False
T01296,K02212,C0058,0.8546,0.6069,0.5453,1.0,0.8854,0.9081,7,7,True
T01297,K01667,C0103,0.3771,0.5061,0.7452,0.3333,0.7432,0.9297,6,6,False
T01298,K01765,C0114,0.6198,0.2454,0.2749,0.8333,0.1733,0.9617,3,6,False
T01299,K02112,C0119,0.6147,0.4858,0.5353,0.6667,0.4453,0.9902,5,6,False
T01300,K02048,C0048,0.2133,0.2122,0.8142,0.25,0.4966,0.8982,3,4,False
T01301,K02319,C0034,0.5456,0.4261,0.5932,1.0,0.6993,0.9114,5,9,False
T01302,K01921,C0072,1.0,0.6327,0.8356,1.0,0.5483,0.9257,7,9,False
T01303,K01546,C0099,0.7072,0.5187,0.3638,0.75,0.2326,0.9199,4,7,True
T01304,K02172,C0025,0.305,0.2795,0.621,0.8333,0.6046,0.9383,4,7,False
T01305,K02256,C0063,0.7827,0.5808,0.7643,1.0,0.5504,0.9056,6,8,False
T01306,K01749,C0024,0.7587,0.7531,0.7717,1.0,0.7644,0.9485,8,10,False
T01307,K02255,C0062,0.7856,0.6565,0.6297,1.0,0.5727,0.8348,7,8,False
T01308,K01778,C0006,0.7905,0.5684,0.6297,0.875,0.6843,0.9735,6,7,False
T01309,K02110,C0008,0.6245,0.2811,0.3969,1.0,0.5669,0.8944,5,7,False
T01310,K01775,C0104,0.5783,0.7199,0.821,0.8333,0.5871,0.9961,5,8,False
T01311,K01659,C0083,0.7198,0.6843,0.8546,1.0,0.3713,0.9594,8,9,False
T01312,K02061,C0052,0.5872,0.3517,0.5917,0.875,0.2114,0.9324,4,8,False
T01313,K02409,C0103,1.0,0.4975,0.4024,1.0,0.8055,0.8876,6,9,False
T01314,K01577,C0069,0.2945,0.3982,0.8541,0.75,0.2926,0.9511,4,7,True
T01315,K01520,C0084,0.4919,0.5063,0.6112,0.8333,0.3213,0.7934,5,8,True
T01316,K01875,C0072,0.5064,0.2915,0.5089,1.0,0.4228,0.8557,4,8,False
T01317,K01514,C0047,0.5688,0.4969,0.6894,0.875,0.5552,0.8175,6,8,False
T01318,K01962,C0094,0.8362,0.5835,0.9044,1.0,0.2578,0.8948,7,9,False
T01319,K02019,C0019,0.932,0.8117,0.9647,1.0,0.5798,0.9576,8,9,False
T01320,K01845,C0052,0.551,0.4363,0.6195,1.0,0.5104,0.9338,5,8,True
T01321,K01625,C0113,0.5365,0.5448,0.5252,0.8333,0.646,0.9384,4,8,False
T01322,K02226,C0103,0.8624,0.5272,0.6942,1.0,0.8055,0.9147,8,8,False
T01323,K01716,C0107,0.4438,0.353,0.5576,0.75,0.4681,0.8321,4,6,False
T01324,K01735,C0085,0.7268,0.5877,0.5457,1.0,0.7735,0.7853,6,8,False
T01325,K02156,C0005,0.3884,0.5235,0.7942,0.8333,0.5118,0.9042,7,8,False
T01326,K02177,C0119,0.8437,0.6623,0.6974,1.0,0.4456,0.8142,6,10,True
T01327,K02087,C0084,0.88,0.6132,0.3068,1.0,0.3056,0.9388,6,8,False
T01328,K01688,C0114,0.4006,0.3896,0.458,0.75,0.1733,0.9038,5,7,True
T01329,K01785,C0017,0.4183,0.5508,0.7275,0.5,0.3955,0.9386,6,7,False
T01330,K02267,C0110,0.5432,0.4648,0.7219,0.8333,0.6991,0.8231,4,6,False
T01331,K02277,C0010,0.638,0.592,0.5591,1.0,0.4837,0.8511,5,7,True
T01332,K01737,C0068,0.5487,0.4463,0.677,1.0,0.6102,0.8813,5,9,True
T01333,K02309,C0025,0.8976,0.7374,0.4859,1.0,0.5468,0.9104,7,8,True
T01334,K01982,C0070,0.3992,0.4653,0.64,0.5,0.1282,0.9921,4,5,False
T01335,K01584,C0090,0.5036,0.3375,0.8533,0.8333,0.4987,0.8776,5,7,False
T01336,K02216,C0116,0.5556,0.3567,0.6519,1.0,0.3323,0.7079,5,9,True
T01337,K02431,C0050,0.5064,0.5981,0.888,1.0,0.241,0.8546,7,8,False
T01338,K02291,C0013,0.6389,0.5176,0.4502,0.5,0.2229,0.9799,5,4,True
T01339,K02308,C0099,0.7116,0.7945,0.9206,1.0,0.4657,0.9653,7,8,False
T01340,K02101,C0047,0.4936,0.485,0.7997,0.75,0.5118,0.991,5,6,False
T01341,K02444,C0098,0.6471,0.5593,0.8163,0.8333,0.751,0.9315,6,7,False
T01342,K02442,C0117,0.7448,0.5004,0.2765,1.0,0.4618,0.7267,5,8,False
T01343,K01660,C0053,0.2648,0.2686,0.5515,0.6667,0.6641,0.9261,4,6,False
T01344,K01957,C0032,0.2991,0.2067,0.468,0.875,0.308,0.9554,2,8,False
T01345,K01624,C0103,0.782,0.6094,0.4229,1.0,0.8055,0.9317,7,9,True
T01346,K01689,C0003,0.4412,0.3593,0.407,0.75,0.4903,0.8381,4,6,False
T01347,K01826,C0047,0.6215,0.5701,0.8743,0.8333,0.5552,0.9174,5,8,False
T01348,K02113,C0094,0.4869,0.2603,0.3017,1.0,0.2578,0.8991,4,7,False
T01349,K02394,C0108,0.6308,0.5103,0.642,0.75,0.3852,0.8083,5,7,False
T01350,K02357,C0084,0.7963,0.6489,0.7746,1.0,0.4192,0.8521,7,8,False
T01351,K01527,C0101,0.4941,0.2602,0.3937,1.0,0.6266,0.9779,4,8,False
T01352,K01904,C0069,0.4381,0.3963,0.4845,1.0,0.3378,0.9231,4,7,False
T01353,K02042,C0072,0.6737,0.4613,0.6642,0.5,0.5483,0.9008,5,6,False
T01354,K02047,C0108,0.5866,0.2854,0.5703,0.75,0.3852,0.9238,4,6,True
T01355,K02050,C0035,0.4532,0.2792,0.4502,0.5,0.7568,0.9748,4,6,True
T01356,K02421,C0114,0.6197,0.4455,0.5865,1.0,0.2468,0.9201,6,9,False
T01357,K01513,C0006,0.8459,0.3955,0.2716,0.6667,0.6843,0.9355,4,5,False
T01358,K02354,C0066,0.4153,0.4739,0.5128,0.75,0.4566,0.8404,4,5,False
T01359,K02275,C0072,0.4578,0.2816,0.5153,1.0,0.4356,0.7947,3,8,False
T01360,K02351,C0067,0.3659,0.497,0.771,1.0,0.5637,0.8219,5,9,False
T01361,K01877,C0094,0.8463,0.8789,0.7823,1.0,0.3683,0.8376,8,8,False
T01362,K01945,C0080,0.7454,0.4541,0.8693,1.0,0.6273,0.8937,6,9,False
T01363,K02300,C0034,0.6166,0.4006,0.6771,1.0,0.6993,0.7955,5,8,False
T01364,K01571,C0106,0.9083,0.7563,0.7841,1.0,0.813,0.8861,7,9,False
T01365,K01521,C0047,0.3634,0.3914,0.4032,0.8333,0.5118,0.7991,4,8,False
T01366,K02223,C0084,0.37,0.3176,0.6827,0.75,0.3056,0.8197,5,7,False
T01367,K01862,C0080,0.8741,0.6191,0.3982,1.0,0.6273,0.9793,5,9,False
T01368,K01814,C0059,0.4142,0.3928,0.7991,0.5,0.6274,0.9554,4,7,False
T01369,K01800,C0089,0.9849,0.7706,0.9776,1.0,0.9804,0.8529,8,9,False
T01370,K01903,C0015,0.5193,0.4086,0.9066,0.6667,0.581,0.9834,5,8,False
T01371,K01729,C0066,0.5874,0.5567,0.7274,0.75,0.4566,0.8694,6,6,True
T01372,K01966,C0101,0.9677,0.4905,0.3132,1.0,0.6266,0.9443,6,7,False
T01373,K02007,C0023,0.2271,0.3521,0.5618,0.25,0.2448,0.9497,4,4,True
T01374,K01644,C0056,0.2309,0.3539,0.5537,0.3333,0.2659,0.916,4,5,False
T01375,K02432,C0072,0.6384,0.5512,0.778,1.0,0.4356,0.8412,6,9,False
T01376,K02232,C0067,0.7398,0.6474,0.7961,1.0,0.5637,0.7946,7,10,False
T01377,K01795,C0114,0.2488,0.172,0.528,0.8333,0.1733,0.9189,3,8,False
T01378,K02158,C0039,0.7143,0.6407,0.9432,1.0,0.2504,0.8877,6,10,False
T01379,K02154,C0088,0.5972,0.4734,0.6434,0.75,0.5845,0.8388,6,6,False
T01380,K01728,C0052,0.8563,0.5357,0.4746,0.875,0.5104,0.9352,6,8,True
T01381,K01544,C0102,0.9291,0.4995,0.2772,1.0,0.3832,0.9809,6,7,False
T01382,K01574,C0107,0.6489,0.5388,0.321,0.8333,0.4681,0.966,6,5,False
T01383,K01912,C0071,0.4349,0.4819,0.436,0.75,0.2298,0.9524,4,6,False
T01384,K02316,C0047,0.7903,0.7614,0.6614,1.0,0.5118,0.8989,6,9,False
T01385,K01533,C0017,0.5838,0.8061,0.9751,0.75,0.4955,0.8764,7,6,False
T01386,K01955,C0030,0.6434,0.4773,0.6356,1.0,0.1953,0.9814,5,9,False
T01387,K01804,C0061,0.5671,0.3686,0.4008,1.0,0.6086,0.8863,5,8,True
T01388,K01847,C0070,0.4078,0.312,0.2395,0.5,0.1531,0.9688,3,4,True
T01389,K01942,C0050,0.7162,0.6215,0.473,1.0,0.241,0.8707,7,8,False
T01390,K02099,C0104,0.7098,0.4953,0.4268,0.75,0.5871,0.948,4,6,False
T01391,K01968,C0058,0.8123,0.6114,0.3904,0.6667,0.8374,0.9734,6,7,True
T01392,K02220,C0114,0.7858,0.4135,0.7096,1.0,0.3236,0.8829,6,9,False
T01393,K02376,C0110,0.5456,0.5757,0.8214,0.75,0.7183,0.9166,6,7,False
T01394,K01979,C0073,0.8485,0.5061,0.523,1.0,0.4327,0.924,6,8,False
T01395,K01691,C0044,0.6746,0.477,0.4392,1.0,0.2533,0.9252,6,7,False
T01396,K01828,C0111,0.5544,0.6739,0.7765,0.75,0.6158,0.9435,6,8,False
T01397,K01969,C0098,0.882,0.7229,0.4605,1.0,0.751,0.8856,6,6,False
T01398,K02193,C0019,0.8521,0.4388,0.3486,1.0,0.5798,0.8923,6,7,True
T01399,K01598,C0097,0.5184,0.6354,0.6638,0.875,0.6437,0.8472,5,8,True
T01400,K01600,C0013,0.5624,0.4823,0.8091,1.0,0.7336,0.8268,5,9,False
T01401,K01507,C0006,0.7303,0.5759,0.5551,1.0,0.6363,0.9342,6,8,True
T01402,K02386,C0050,0.7066,0.6783,0.9605,1.0,0.241,0.8753,6,10,False
T01403,K02131,C0085,0.9661,0.6334,0.9103,1.0,0.7735,0.9561,9,8,False
T01404,K02079,C0067,0.8832,0.8285,0.8449,1.0,0.5637,0.873,8,8,False
T01405,K01973,C0025,0.6841,0.6777,0.9068,1.0,0.5468,0.9305,8,10,False
T01406,K02081,C0039,0.5848,0.4612,0.4262,1.0,0.2504,0.7157,4,8,False
T01407,K02091,C0036,0.8812,0.4408,0.6055,0.875,0.5764,0.9377,6,9,False
T01408,K02301,C0009,0.6368,0.4996,0.4605,0.875,0.761,0.7122,6,7,False
T01409,K01542,C0118,0.6737,0.319,0.3738,0.8333,0.648,0.9499,5,6,False
T01410,K02329,C0114,0.5838,0.3939,0.7438,0.8333,0.1733,0.8817,5,8,False
T01411,K01566,C0119,0.2368,0.3369,0.6941,0.5,0.4171,0.8673,4,5,True
T01412,K02084,C0044,0.6579,0.5041,0.5046,1.0,0.1372,0.8745,5,8,False
T01413,K01640,C0074,0.8549,0.6122,0.2253,1.0,0.3355,0.9465,6,7,False
T01414,K01581,C0116,0.5001,0.4805,0.7007,1.0,0.3323,0.979,5,8,False
T01415,K02415,C0115,0.4224,0.4234,0.6266,0.75,0.8356,0.935,4,7,True
T01416,K02295,C0019,0.6448,0.5167,0.3469,1.0,0.5798,0.8357,5,7,False
T01417,K02299,C0095,0.9398,0.5002,0.4067,1.0,0.743,0.868,6,7,False
T01418,K01567,C0065,0.2465,0.5185,0.6335,0.0,0.3575,0.9601,4,4,False
T01419,K02304,C0077,0.5845,0.5303,0.2441,0.5,0.3378,0.8878,5,5,False
T01420,K02321,C0049,0.7189,0.4765,0.5267,1.0,0.642,0.7535,6,8,False
T01421,K01959,C0110,0.6652,0.6225,0.5415,1.0,0.6991,0.8558,7,8,False
T01422,K01682,C0111,0.7559,0.5155,0.5026,1.0,0.652,0.9939,5,9,False
T01423,K01677,C0022,0.6115,0.5833,0.5746,1.0,0.5559,0.9218,5,8,False
T01424,K02107,C0040,0.7565,0.4156,0.428,0.75,0.6094,0.9304,5,7,False
T01425,K01616,C0114,0.8681,0.6419,0.7332,1.0,0.3236,0.9608,6,7,False
T01426,K01798,C0049,0.7156,0.5405,0.7089,1.0,0.642,0.9735,7,8,True
T01427,K01679,C0072,0.7364,0.671,0.606,1.0,0.5483,0.8566,6,8,False
T01428,K01573,C0088,0.7098,0.4905,0.6115,1.0,0.5845,0.7902,4,8,True
T01429,K01580,C0054,0.6264,0.5606,0.728,0.5,0.2287,0.9341,6,6,False
T01430,K01730,C0113,0.7227,0.5364,0.633,0.1667,0.646,0.9537,5,4,False
T01431,K01949,C0025,0.3249,0.5082,0.4851,0.8333,0.5468,0.9211,4,7,False
T01432,K01967,C0112,0.7395,0.5079,0.8314,1.0,0.39,0.9711,6,10,False
T01433,K02365,C0101,0.6893,0.5096,0.5087,1.0,0.719,0.9425,5,8,False
T01434,K01763,C0021,0.7258,0.4647,0.3482,1.0,0.2226,0.9303,4,8,False
T01435,K01587,C0119,0.5742,0.4769,0.5027,1.0,0.4171,0.9436,5,8,False
T01436,K01786,C0103,0.8423,0.6531,0.9427,1.0,0.7432,0.8499,8,7,False
T01437,K01776,C0073,0.4734,0.4993,0.7857,0.875,0.4327,0.919,5,8,False
T01438,K02343,C0073,0.9823,0.7679,0.6008,1.0,0.4377,0.8364,7,9,False
T01439,K01680,C0047,0.7134,0.5907,0.7189,1.0,0.5552,0.9236,7,7,False
T01440,K01751,C0028,0.405,0.557,0.691,0.25,0.735,0.8763,5,4,False
T01441,K01717,C0061,0.7746,0.7938,0.6457,1.0,0.6862,0.8032,8,9,False
T01442,K02434,C0008,0.8892,0.5582,0.5316,1.0,0.5669,0.9432,6,8,False
T01443,K01950,C0014,0.6233,0.6064,0.7266,1.0,0.3394,0.9542,6,8,False
T01444,K02423,C0103,0.661,0.6143,0.4637,1.0,0.8055,0.8978,7,9,True
T01445,K01897,C0062,0.9554,0.5747,0.5473,1.0,0.5727,0.6751,8,7,False
T01446,K01768,C0077,0.9099,0.7195,0.8376,1.0,0.5911,0.9687,7,8,False
T01447,K01653,C0103,0.7046,0.5702,0.512,1.0,0.7432,0.9358,6,8,False
T01448,K01655,C0114,0.8997,0.6917,0.3661,1.0,0.3236,0.8834,7,7,False
T01449,K02196,C0058,0.8323,0.5928,0.8917,0.8333,0.8854,0.8574,7,8,False
T01450,K01658,C0045,0.7295,0.5257,0.2448,0.75,0.635,0.8791,4,6,False
T01451,K02284,C0047,0.5139,0.6465,0.9875,0.75,0.5118,0.8743,7,7,False
T01452,K02420,C0116,0.8405,0.7503,0.2791,1.0,0.4451,0.9717,7,6,True
T01453,K01793,C0108,0.6529,0.5146,0.9715,1.0,0.3466,0.8511,5,9,False
T01454,K02018,C0007,0.9075,0.7376,0.6624,1.0,0.6328,0.7805,7,9,False
T01455,K01719,C0119,0.5182,0.5053,0.9353,1.0,0.4171,0.9324,5,8,False
T01456,K01806,C0090,0.589,0.6328,0.9667,1.0,0.556,0.9489,7,10,False
T01457,K02281,C0112,0.2457,0.2226,0.859,0.375,0.39,0.9792,3,6,False
T01458,K02337,C0026,0.5308,0.4311,0.6925,0.625,0.2667,0.9606,5,6,False
T01459,K02114,C0033,0.3632,0.4168,0.348,1.0,0.2507,0.8415,4,7,True
T01460,K02036,C0114,0.1812,0.3353,0.8105,1.0,0.2468,0.8518,4,8,False
T01461,K02178,C0047,0.5235,0.2856,0.2608,1.0,0.5118,0.8398,3,8,False
T01462,K01705,C0068,0.5068,0.691,0.7994,0.6667,0.6102,0.8528,6,6,False
T01463,K02427,C0060,0.385,0.4185,0.3735,0.75,0.5958,0.9665,4,6,True
T01464,K02200,C0072,0.3576,0.37,0.1933,1.0,0.5483,0.9184,4,8,True
T01465,K02140,C0108,0.3974,0.3083,0.4356,0.6667,0.3852,0.945,3,6,True
T01466,K02393,C0098,0.6216,0.469,0.674,1.0,0.751,0.9424,5,9,True
T01467,K01820,C0048,0.5859,0.4859,0.5981,1.0,0.5787,0.9504,5,8,False
T01468,K02382,C0018,0.2411,0.3936,0.71,0.625,0.3264,0.8833,5,6,False
T01469,K01692,C0107,0.8233,0.5832,0.7216,1.0,0.513,0.9945,6,9,False
T01470,K02182,C0108,0.441,0.5743,0.5781,0.75,0.3466,0.8893,5,6,False
T01471,K02303,C0084,0.4999,0.592,0.7722,1.0,0.4192,0.9453,6,9,False
T01472,K01901,C0069,0.4185,0.4618,0.5832,0.875,0.1866,0.9631,5,8,False
T01473,K02174,C0005,0.8101,0.5084,0.8597,0.75,0.5118,0.9543,6,7,False
T01474,K01530,C0001,0.4166,0.4038,0.6282,0.6667,0.6869,0.8657,4,6,True
T01475,K01986,C0050,0.418,0.4398,0.5768,1.0,0.195,0.8505,4,8,False
T01476,K01519,C0108,0.5956,0.4616,0.6143,0.75,0.3852,0.8098,5,8,False
T01477,K02342,C0015,0.5086,0.3502,0.5571,0.5,0.2004,0.9673,5,4,True
T01478,K01529,C0075,0.8021,0.623,0.4682,1.0,0.8681,0.9502,7,8,False
T01479,K02184,C0103,0.6655,0.4748,0.341,1.0,0.7432,0.9342,4,6,True
T01480,K02269,C0072,0.6926,0.4978,0.7303,1.0,0.5483,0.9123,5,9,False
